#separator:tab
#html:false
#tags column:3
0	zero	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_1.mp3
1	one	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_2.mp3
2	two	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_3.mp3
3	three	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_4.mp3
4	four	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_5.mp3
5	five	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_6.mp3
6	six	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_7.mp3
7	seven	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_8.mp3
8	eight	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_9.mp3
9	nine	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_10.mp3
10	ten	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_11.mp3
11	eleven	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_12.mp3
12	twelve	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_13.mp3
13	thirteen	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_14.mp3
14	fourteen	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_15.mp3
15	fifteen	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_16.mp3
16	sixteen	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_17.mp3
17	seventeen	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_18.mp3
18	eighteen	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_19.mp3
19	nineteen	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_20.mp3
20	twenty	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_21.mp3
21	twenty-one	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_23.mp3
22	twenty-two	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_24.mp3
23	twenty-three	Contrasena::lessons::u1_v2 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u1/1_2_25.mp3
