#separator:tab
#html:false
#tags column:3
gustar	to be pleasing to someone	Contrasena::lessons::u4_04_02 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u4/4_2_1.mp3
Me gusta(n)…	I like…	Contrasena::lessons::u4_04_02 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u4/4_2_2.mp3
No me gusta(n)…	I don’t like…	Contrasena::lessons::u4_04_02 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u4/4_2_3.mp3
