#separator:tab
#html:false
#tags column:3
aliviar el estrés	to relieve stress	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_2.mp3
apuntar(se)	to sign up	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_3.mp3
conectar(se)	to connect	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_4.mp3
contactar	to contact	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_5.mp3
entrenar (en equipo, solo)	to train (with a team, alone)	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_6.mp3
juntar(se)	to get together	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_7.mp3
participar	to participate	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_8.mp3
poner(se) en forma	to get in shape	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_9.mp3
sentir(se) (e>ie)	to feel	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_10.mp3
LAS EMOCIONES	EMOTIONS	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_11.mp3
conectado/a	connected	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_12.mp3
decepcionado/a	disappointed	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_13.mp3
deportivo/a	sporty	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_14.mp3
deprimido/a	depressed	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_15.mp3
desilusionado/a	disappointed	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_16.mp3
entusiasmado/a	enthusiastic / excited	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_17.mp3
equilibrado/a	balanced	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_18.mp3
feliz	happy	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_19.mp3
frustrado/a	frustrated	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_20.mp3
ilusionado/a	excited	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_21.mp3
motivado/a	motivated, excited	Contrasena::lessons::u7_07_03 Contrasena::sections::unknown	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_22.mp3
