#separator:tab
#html:false
#tags column:3
aliviar el estrés	to relieve stress	Contrasena::lessons::u7_07_03v2 Contrasena::sections::para_participar_en_deportes	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_2.mp3
apuntar/apuntarse	to sign up	Contrasena::lessons::u7_07_03v2 Contrasena::sections::para_participar_en_deportes	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_3.mp3
conectar/conectarse	to connect	Contrasena::lessons::u7_07_03v2 Contrasena::sections::para_participar_en_deportes	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_4.mp3
contactar/contactarse	to contact	Contrasena::lessons::u7_07_03v2 Contrasena::sections::para_participar_en_deportes	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_5.mp3
entrenar/entrenar en equipo/entrenar solo	to train/to train with a team/to train alone	Contrasena::lessons::u7_07_03v2 Contrasena::sections::para_participar_en_deportes	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_6.mp3
juntar/juntarse	to get together	Contrasena::lessons::u7_07_03v2 Contrasena::sections::para_participar_en_deportes	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_7.mp3
participar	to participate	Contrasena::lessons::u7_07_03v2 Contrasena::sections::para_participar_en_deportes	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_8.mp3
poner en forma/ponerse en forma	to get in shape	Contrasena::lessons::u7_07_03v2 Contrasena::sections::para_participar_en_deportes	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_9.mp3
sentir (e>ie/sentirse (e>ie)	to feel	Contrasena::lessons::u7_07_03v2 Contrasena::sections::para_participar_en_deportes	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_10.mp3
conectado/conectada	connected	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_12.mp3
decepcionado/decepcionada	disappointed	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_13.mp3
deportivo/deportiva	sporty	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_14.mp3
deprimido/deprimida	depressed	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_15.mp3
desilusionado/desilusionada	disappointed	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_16.mp3
entusiasmado/entusiasmada	enthusiastic / excited	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_17.mp3
equilibrado/equilibrada	balanced	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_18.mp3
feliz	happy	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_19.mp3
frustrado/frustrada	frustrated	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_20.mp3
ilusionado/ilusionada	excited	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_21.mp3
motivado/motivada	motivated, excited	Contrasena::lessons::u7_07_03v2 Contrasena::sections::las_emociones	https://s3.us-east-2.amazonaws.com/contrasena/audio/u7/7_2_22.mp3
