#separator:tab
#html:false
#tags column:3
asistir	to attend	Contrasena::lessons::u1_01_01 Contrasena::sections::unknown	
colegio	high school	Contrasena::lessons::u1_01_01 Contrasena::sections::unknown	
éxito	success	Contrasena::lessons::u1_01_01 Contrasena::sections::unknown	
grande	big	Contrasena::lessons::u1_01_01 Contrasena::sections::unknown	
realizar	to achieve/accomplish	Contrasena::lessons::u1_01_01 Contrasena::sections::unknown	
suceso	event	Contrasena::lessons::u1_01_01 Contrasena::sections::unknown	
