#separator:tab
#html:false
#tags column:3
Ud. tenga Uds. tengan	tener — formal command (affirmative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::tener	
Ud. no tenga Uds. no tengan	tener — formal command (negative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::tener	
Ud. haga Uds. hagan	hacer — formal command (affirmative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::hacer	
Ud. no haga Uds. no hagan	hacer — formal command (negative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::hacer	
Ud. diga Uds. digan	decir — formal command (affirmative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::decir	
Ud. no diga Uds. no digan	decir — formal command (negative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::decir	
saque saquen	sacar — formal command (affirmative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::sacar	
no saque no saquen	sacar — formal command (negative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::sacar	
llegue lleguen	llegar — formal command (affirmative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::llegar	
no llegue no lleguen	llegar — formal command (negative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::llegar	
comience comiencen	comenzar — formal command (affirmative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::comenzar	
no comience no comiencen	comenzar — formal command (negative)	Contrasena::lessons::grammar_9_2 Contrasena::sections::comenzar	
dé	dar — formal command (Ud.)	Contrasena::lessons::grammar_9_2 Contrasena::sections::dar	
den	dar — formal command (Uds.)	Contrasena::lessons::grammar_9_2 Contrasena::sections::dar	
esté	estar — formal command (Ud.)	Contrasena::lessons::grammar_9_2 Contrasena::sections::estar	
estén	estar — formal command (Uds.)	Contrasena::lessons::grammar_9_2 Contrasena::sections::estar	
vaya	ir — formal command (Ud.)	Contrasena::lessons::grammar_9_2 Contrasena::sections::ir	
vayan	ir — formal command (Uds.)	Contrasena::lessons::grammar_9_2 Contrasena::sections::ir	
sepa	saber — formal command (Ud.)	Contrasena::lessons::grammar_9_2 Contrasena::sections::saber	
sepan	saber — formal command (Uds.)	Contrasena::lessons::grammar_9_2 Contrasena::sections::saber	
sea	ser — formal command (Ud.)	Contrasena::lessons::grammar_9_2 Contrasena::sections::ser	
sean	ser — formal command (Uds.)	Contrasena::lessons::grammar_9_2 Contrasena::sections::ser	
