#separator:tab
#html:false
#tags column:3
voy	ir — yo (I)	Contrasena::lessons::grammar_3_2 Contrasena::sections::ir	
tengo	tener — yo (I)	Contrasena::lessons::grammar_3_2 Contrasena::sections::tener	
vas	ir — tú (you, informal)	Contrasena::lessons::grammar_3_2 Contrasena::sections::ir	
tienes	tener — tú (you, informal)	Contrasena::lessons::grammar_3_2 Contrasena::sections::tener	
va	ir — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_3_2 Contrasena::sections::ir	
tiene	tener — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_3_2 Contrasena::sections::tener	
vamos	ir — nosotros/nosotras (we)	Contrasena::lessons::grammar_3_2 Contrasena::sections::ir	
tenemos	tener — nosotros/nosotras (we)	Contrasena::lessons::grammar_3_2 Contrasena::sections::tener	
vais	ir — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_3_2 Contrasena::sections::ir	
tenéis	tener — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_3_2 Contrasena::sections::tener	
van	ir — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_3_2 Contrasena::sections::ir	
tienen	tener — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_3_2 Contrasena::sections::tener	
