#separator:tab
#html:false
#tags column:3
caigo	caer — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::caer	
doy	dar — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::dar	
hago	hacer — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::hacer	
pongo	poner — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::poner	
salgo	salir — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::salir	
traigo	traer — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::traer	
caes	caer — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::caer	
das	dar — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::dar	
haces	hacer — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::hacer	
pones	poner — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::poner	
sales	salir — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::salir	
traes	traer — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::traer	
cae	caer — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::caer	
da	dar — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::dar	
hace	hacer — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::hacer	
pone	poner — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::poner	
sale	salir — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::salir	
trae	traer — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::traer	
caemos	caer — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::caer	
damos	dar — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::dar	
hacemos	hacer — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::hacer	
ponemos	poner — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::poner	
salimos	salir — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::salir	
traemos	traer — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::traer	
caéis	caer — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::caer	
dais	dar — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::dar	
hacéis	hacer — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::hacer	
ponéis	poner — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::poner	
salís	salir — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::salir	
traéis	traer — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::traer	
caen	caer — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::caer	
dan	dar — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::dar	
hacen	hacer — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::hacer	
ponen	poner — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::poner	
salen	salir — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::salir	
traen	traer — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::traer	
tengo	tener — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::tener	
sigo	seguir — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::seguir	
vengo	venir — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::venir	
tienes	tener — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::tener	
sigues	seguir — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::seguir	
vienes	venir — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::venir	
tiene	tener — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::tener	
sigue	seguir — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::seguir	
viene	venir — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::venir	
tenemos	tener — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::tener	
seguimos	seguir — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::seguir	
venimos	venir — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::venir	
tenéis	tener — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::tener	
seguís	seguir — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::seguir	
venís	venir — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::venir	
tienen	tener — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::tener	
siguen	seguir — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::seguir	
vienen	venir — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::venir	
oigo	oír — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::oir	
construyo	construir — yo (I)	Contrasena::lessons::grammar_7_1 Contrasena::sections::construir	
oyes	oír — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::oir	
construyes	construir — tú (you, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::construir	
oye	oír — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::oir	
construye	construir — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::construir	
oímos	oír — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::oir	
construimos	construir — nosotros/nosotras (we)	Contrasena::lessons::grammar_7_1 Contrasena::sections::construir	
oís	oír — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::oir	
construís	construir — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::construir	
oyen	oír — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::oir	
construyen	construir — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_7_1 Contrasena::sections::construir	
