#separator:tab
#html:false
#tags column:3
soy	ser — yo (I)	Contrasena::lessons::grammar_1_1 Contrasena::sections::ser	
estoy	estar — yo (I)	Contrasena::lessons::grammar_1_1 Contrasena::sections::estar	
eres	ser — tú (you, informal)	Contrasena::lessons::grammar_1_1 Contrasena::sections::ser	
estás	estar — tú (you, informal)	Contrasena::lessons::grammar_1_1 Contrasena::sections::estar	
es	ser — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_1_1 Contrasena::sections::ser	
está	estar — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_1_1 Contrasena::sections::estar	
somos	ser — nosotros/nosotras (we)	Contrasena::lessons::grammar_1_1 Contrasena::sections::ser	
estamos	estar — nosotros/nosotras (we)	Contrasena::lessons::grammar_1_1 Contrasena::sections::estar	
sois	ser — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_1_1 Contrasena::sections::ser	
estáis	estar — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_1_1 Contrasena::sections::estar	
son	ser — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_1_1 Contrasena::sections::ser	
están	estar — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_1_1 Contrasena::sections::estar	
