#separator:tab
#html:false
#tags column:3
hablaría	Hablar — yo (I)	Contrasena::lessons::grammar_16_2 Contrasena::sections::hablar	
hablarías	Hablar — tú (you, informal)	Contrasena::lessons::grammar_16_2 Contrasena::sections::hablar	
hablaría	Hablar — él/ella; Ud. (he/she/it; you, formal)	Contrasena::lessons::grammar_16_2 Contrasena::sections::hablar	
hablaríamos	Hablar — nosotros/nosotras (we)	Contrasena::lessons::grammar_16_2 Contrasena::sections::hablar	
hablaríais	Hablar — vosotros/vosotras (you all, informal)	Contrasena::lessons::grammar_16_2 Contrasena::sections::hablar	
hablarían	Hablar — ellos/ellas; Uds. (they; you, formal)	Contrasena::lessons::grammar_16_2 Contrasena::sections::hablar	
